"cast_date","cast_month","cast_year","moon","currency","model","data_set","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id","cast_group","confidence_level"
"2020-11-26",2,2020,528,"abundance","jags_RW","exclosures","BA",0.012,0,0.07,217,537,1380,55,0.95
"2020-11-26",3,2020,529,"abundance","jags_RW","exclosures","BA",0.021,0,0.101,217,537,1380,55,0.95
"2020-11-26",4,2020,530,"abundance","jags_RW","exclosures","BA",0.03,0,0.129,217,537,1380,55,0.95
"2020-11-26",5,2020,531,"abundance","jags_RW","exclosures","BA",0.044,0,0.178,217,537,1380,55,0.95
"2020-11-26",6,2020,532,"abundance","jags_RW","exclosures","BA",0.065,0,0.216,217,537,1380,55,0.95
"2020-11-26",7,2020,533,"abundance","jags_RW","exclosures","BA",0.1,0,0.281,217,537,1380,55,0.95
"2020-11-26",8,2020,534,"abundance","jags_RW","exclosures","BA",0.167,0,0.35,217,537,1380,55,0.95
"2020-11-26",9,2020,535,"abundance","jags_RW","exclosures","BA",0.237,0,0.413,217,537,1380,55,0.95
"2020-11-26",10,2020,536,"abundance","jags_RW","exclosures","BA",0.26,0,0.493,217,537,1380,55,0.95
"2020-11-26",11,2020,537,"abundance","jags_RW","exclosures","BA",0.297,0,0.57,217,537,1380,55,0.95
"2020-11-26",12,2020,538,"abundance","jags_RW","exclosures","BA",0.349,0,0.674,217,537,1380,55,0.95
"2020-11-26",1,2021,539,"abundance","jags_RW","exclosures","BA",0.46,0,0.751,217,537,1380,55,0.95
"2020-11-26",2,2021,540,"abundance","jags_RW","exclosures","BA",0.573,0,0.833,217,537,1380,55,0.95
"2020-11-26",3,2021,541,"abundance","jags_RW","exclosures","BA",0.666,0,0.966,217,537,1380,55,0.95
"2020-11-26",4,2021,542,"abundance","jags_RW","exclosures","BA",0.774,0,1.118,217,537,1380,55,0.95
"2020-11-26",5,2021,543,"abundance","jags_RW","exclosures","BA",0.905,0,1.287,217,537,1380,55,0.95
"2020-11-26",6,2021,544,"abundance","jags_RW","exclosures","BA",1.027,0,1.411,217,537,1380,55,0.95
"2020-11-26",7,2021,545,"abundance","jags_RW","exclosures","BA",1.162,0,1.558,217,537,1380,55,0.95
"2020-11-26",8,2021,546,"abundance","jags_RW","exclosures","BA",1.274,0,1.719,217,537,1380,55,0.95
"2020-11-26",9,2021,547,"abundance","jags_RW","exclosures","BA",1.358,0,1.991,217,537,1380,55,0.95
"2020-11-26",10,2021,548,"abundance","jags_RW","exclosures","BA",1.485,0,2.175,217,537,1380,55,0.95
"2020-11-26",11,2021,549,"abundance","jags_RW","exclosures","BA",1.553,0,2.499,217,537,1380,55,0.95
"2020-11-26",2,2020,528,"abundance","jags_RW","exclosures","DM",0.375,0.001,1.077,217,537,1380,55,0.95
"2020-11-26",3,2020,529,"abundance","jags_RW","exclosures","DM",0.459,0,1.527,217,537,1380,55,0.95
"2020-11-26",4,2020,530,"abundance","jags_RW","exclosures","DM",0.559,0,2.004,217,537,1380,55,0.95
"2020-11-26",5,2020,531,"abundance","jags_RW","exclosures","DM",0.682,0,2.554,217,537,1380,55,0.95
"2020-11-26",6,2020,532,"abundance","jags_RW","exclosures","DM",0.805,0,3.16,217,537,1380,55,0.95
"2020-11-26",7,2020,533,"abundance","jags_RW","exclosures","DM",0.966,0,3.739,217,537,1380,55,0.95
"2020-11-26",8,2020,534,"abundance","jags_RW","exclosures","DM",1.139,0,4.408,217,537,1380,55,0.95
"2020-11-26",9,2020,535,"abundance","jags_RW","exclosures","DM",1.388,0,5.18,217,537,1380,55,0.95
"2020-11-26",10,2020,536,"abundance","jags_RW","exclosures","DM",1.615,0,6.09,217,537,1380,55,0.95
"2020-11-26",11,2020,537,"abundance","jags_RW","exclosures","DM",1.856,0,7.172,217,537,1380,55,0.95
"2020-11-26",12,2020,538,"abundance","jags_RW","exclosures","DM",2.098,0,8.215,217,537,1380,55,0.95
"2020-11-26",1,2021,539,"abundance","jags_RW","exclosures","DM",2.395,0,9.57,217,537,1380,55,0.95
"2020-11-26",2,2021,540,"abundance","jags_RW","exclosures","DM",2.716,0,10.721,217,537,1380,55,0.95
"2020-11-26",3,2021,541,"abundance","jags_RW","exclosures","DM",3.077,0,12.125,217,537,1380,55,0.95
"2020-11-26",4,2021,542,"abundance","jags_RW","exclosures","DM",3.469,0,13.592,217,537,1380,55,0.95
"2020-11-26",5,2021,543,"abundance","jags_RW","exclosures","DM",3.825,0,14.56,217,537,1380,55,0.95
"2020-11-26",6,2021,544,"abundance","jags_RW","exclosures","DM",4.171,0,15.953,217,537,1380,55,0.95
"2020-11-26",7,2021,545,"abundance","jags_RW","exclosures","DM",4.475,0,18.094,217,537,1380,55,0.95
